split_seed,target,configuration_id,pipeline_key,candidate_kind,feature_set,selector,selector_parameter,branch,branch_kind,reference_model,mean_macro_f1,sd_macro_f1,mean_priority_recall,mean_balanced_accuracy,mean_accuracy,mean_selected_columns,mean_selected_groups,inner_folds,mean_delta_macro_f1,improving_folds,mean_delta_priority_recall,eligible_to_advance
4,direct,SEL_03,raw__l1__C=0.1,selector_configuration,final_26,l1,C=0.1,,raw,logistic,0.4892919616819108,0.043321728903359745,0.3776209677419355,0.5298370998774224,0.5962305148795466,33.2,20.2,5,,,,True
4,direct,SEL_04,raw__l1__C=1.0,selector_configuration,final_26,l1,C=1.0,,raw,logistic,0.46673717842128964,0.04636297045805216,0.33951612903225803,0.5043331781718878,0.5700991969768541,46.8,26.0,5,,,,True
4,direct,SEL_05,raw__none__all,selector_configuration,final_26,none,all,,raw,extra_trees,0.49517979854091043,0.042998120164398086,0.27076612903225805,0.5430115091002188,0.61547472838923,46.8,26.0,5,,,,True
4,direct,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,,raw,extra_trees,0.5011498881915416,0.07089979743466154,0.30201612903225805,0.5541698785085882,0.6155030703826169,26.8,19.4,5,,,,True
4,direct,SEL_07,raw__extra_trees__threshold=median,selector_configuration,final_26,extra_trees,threshold=median,,raw,extra_trees,0.519042698144508,0.06964218055045233,0.3336693548387097,0.5762312952877469,0.6292017005196032,21.8,13.0,5,,,,True
4,direct,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,final_26,extra_trees,threshold=1.25*median,,raw,extra_trees,0.4910625916250031,0.056169088642036506,0.2774193548387097,0.5483951962016478,0.6072083136513935,17.0,10.6,5,,,,True
4,stage_1,SEL_01,raw__none__all,selector_configuration,final_26,none,all,,raw,logistic,0.671212603663306,0.0548361945874925,0.6347826086956523,0.6828660518225735,0.7005951818611242,46.8,26.0,5,,,,True
4,stage_1,SEL_02,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,,raw,logistic,0.6740098699624311,0.05194821690336002,0.6521739130434783,0.6885516029863856,0.7019744922059518,27.8,19.6,5,,,,True
4,stage_1,SEL_03,raw__l1__C=0.1,selector_configuration,final_26,l1,C=0.1,,raw,logistic,0.6875586417800136,0.05070701378647937,0.6608695652173913,0.7009701361440491,0.7157298063297118,19.6,13.8,5,,,,True
4,stage_1,SEL_04,raw__l1__C=1.0,selector_configuration,final_26,l1,C=1.0,,raw,logistic,0.6712582604830362,0.0566019519777537,0.6347826086956523,0.6828660518225735,0.7005951818611242,43.8,24.0,5,,,,True
4,stage_1,SEL_05,raw__none__all,selector_configuration,final_26,none,all,,raw,extra_trees,0.6762189773725045,0.04469232779905641,0.6217391304347826,0.6854251207729469,0.7088710439300898,46.8,26.0,5,,,,True
4,stage_1,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,,raw,extra_trees,0.6826395486692654,0.06356956248889489,0.6391304347826087,0.6940803689064559,0.7143504959848842,27.8,19.6,5,,,,True
4,stage_1,SEL_07,raw__extra_trees__threshold=median,selector_configuration,final_26,extra_trees,threshold=median,,raw,extra_trees,0.6777566804629174,0.06661129041882333,0.6434782608695653,0.690264382960035,0.7075011809163911,17.2,13.0,5,,,,True
4,stage_1,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,final_26,extra_trees,threshold=1.25*median,,raw,extra_trees,0.6815493023555679,0.055367562364416964,0.6565217391304348,0.6957457180500659,0.7102220122815305,13.8,10.4,5,,,,True
4,stage_2,SEL_01,raw__none__all,selector_configuration,final_26,none,all,,raw,logistic,0.6109772089076099,0.046239681925008234,0.6794354838709677,0.6297177419354838,0.6478260869565218,45.8,26.0,5,,,,True
